human	lizard	chicken
ENSG00000155849	ENSACAG00000017690	ENSGALG00000035492
ENSG00000144228	ENSACAG00000000338	ENSGALG00000012380
ENSG00000144290	ENSACAG00000014632	ENSGALG00000030032
ENSG00000092148	ENSACAG00000015118	ENSGALG00000009946
ENSG00000151577	ENSACAG00000009857	ENSGALG00000015117
ENSG00000188846	ENSACAG00000003049	ENSGALG00000043379
ENSG00000153246	ENSACAG00000012329	ENSGALG00000011149
ENSG00000126804	ENSACAG00000015782	ENSGALG00000011718
ENSG00000121940	ENSACAG00000006088	ENSGALG00000002106
ENSG00000136770	ENSACAG00000009054	ENSGALG00000007914
ENSG00000136628	ENSACAG00000001213	ENSGALG00000009598
ENSG00000116539	ENSACAG00000003417	ENSGALG00000014638
ENSG00000077713	ENSACAG00000012863	ENSGALG00000008682
ENSG00000158125	ENSACAG00000006868	ENSGALG00000008701
ENSG00000151093	ENSACAG00000008846	ENSGALG00000011312
ENSG00000206432	ENSACAG00000009890	ENSGALG00000030210
ENSG00000242247	ENSACAG00000016041	ENSGALG00000014140
ENSG00000135624	ENSACAG00000000398	ENSGALG00000016088
ENSG00000144331	ENSACAG00000017419	ENSGALG00000009012
ENSG00000160799	ENSACAG00000004727	ENSGALG00000005487
ENSG00000077458	ENSACAG00000028830	ENSGALG00000017202
ENSG00000187546	ENSACAG00000024920	ENSGALG00000010792
ENSG00000177692	ENSACAG00000004229	ENSGALG00000037414
ENSG00000156471	ENSACAG00000004179	ENSGALG00000030185
ENSG00000136267	ENSACAG00000012896	ENSGALG00000033561
ENSG00000008282	ENSACAG00000014651	ENSGALG00000029006
ENSG00000135373	ENSACAG00000028492	ENSGALG00000007817
ENSG00000187824	ENSACAG00000029349	ENSGALG00000033996
ENSG00000160209	ENSACAG00000017853	ENSGALG00000016205
ENSG00000133107	ENSACAG00000017569	ENSGALG00000017044
ENSG00000158008	ENSACAG00000017804	ENSGALG00000043829
ENSG00000162639	ENSACAG00000005696	ENSGALG00000001959
ENSG00000084623	ENSACAG00000004506	ENSGALG00000003337
ENSG00000203883	ENSACAG00000006428	ENSGALG00000034118
ENSG00000122585	ENSACAG00000013388	ENSGALG00000010983
ENSG00000159131	ENSACAG00000004438	ENSGALG00000037076
ENSG00000075785	ENSACAG00000005993	ENSGALG00000005902
ENSG00000128610	ENSACAG00000006695	ENSGALG00000008941
ENSG00000047644	ENSACAG00000000828	ENSGALG00000034834
ENSG00000189051	ENSACAG00000017555	ENSGALG00000001156
ENSG00000119535	ENSACAG00000001059	ENSGALG00000002112
ENSG00000139291	ENSACAG00000007396	ENSGALG00000041783
ENSG00000141068	ENSACAG00000008179	ENSGALG00000005685
ENSG00000070718	ENSACAG00000012565	ENSGALG00000038155
ENSG00000133393	ENSACAG00000000211	ENSGALG00000006532
ENSG00000169967	ENSACAG00000009826	ENSGALG00000011502
ENSG00000015153	ENSACAG00000003204	ENSGALG00000009540
ENSG00000183891	ENSACAG00000014548	ENSGALG00000016476
ENSG00000145321	ENSACAG00000013283	ENSGALG00000011612
ENSG00000088256	ENSACAG00000023760	ENSGALG00000003238
ENSG00000074319	ENSACAG00000000062	ENSGALG00000006312
ENSG00000162144	ENSACAG00000017746	ENSGALG00000032051
ENSG00000078081	ENSACAG00000007500	ENSGALG00000008759
ENSG00000243710	ENSACAG00000013236	ENSGALG00000009902
ENSG00000143847	ENSACAG00000004833	ENSGALG00000000217
ENSG00000100522	ENSACAG00000006779	ENSGALG00000012414
ENSG00000094841	ENSACAG00000001338	ENSGALG00000007793
ENSG00000139624	ENSACAG00000017080	ENSGALG00000039734
ENSG00000237172	ENSACAG00000013122	ENSGALG00000021345
ENSG00000111790	ENSACAG00000012244	ENSGALG00000014084
ENSG00000144426	ENSACAG00000004678	ENSGALG00000008786
ENSG00000189283	ENSACAG00000009205	ENSGALG00000007172
ENSG00000189431	ENSACAG00000004627	ENSGALG00000039822
ENSG00000168439	ENSACAG00000000247	ENSGALG00000042821
ENSG00000039600	ENSACAG00000003369	ENSGALG00000045860
ENSG00000133640	ENSACAG00000011087	ENSGALG00000044478
ENSG00000085840	ENSACAG00000008199	ENSGALG00000010623
ENSG00000156232	ENSACAG00000004740	ENSGALG00000006002
ENSG00000108528	ENSACAG00000014857	ENSGALG00000029383
ENSG00000138472	ENSACAG00000007957	ENSGALG00000015364
ENSG00000100519	ENSACAG00000006812	ENSGALG00000012408
ENSG00000120149	ENSACAG00000015018	ENSGALG00000038848
ENSG00000188909	ENSACAG00000004933	ENSGALG00000006515
ENSG00000109805	ENSACAG00000002066	ENSGALG00000014425
ENSG00000124232	ENSACAG00000012362	ENSGALG00000003952
ENSG00000184611	ENSACAG00000013865	ENSGALG00000035938
ENSG00000137478	ENSACAG00000002097	ENSGALG00000017329
ENSG00000275410	ENSACAG00000006458	ENSGALG00000005504
ENSG00000197893	ENSACAG00000010135	ENSGALG00000008914
ENSG00000146676	ENSACAG00000006057	ENSGALG00000031447
ENSG00000108443	ENSACAG00000012931	ENSGALG00000005198
ENSG00000172568	ENSACAG00000012666	ENSGALG00000038576
ENSG00000095574	ENSACAG00000017468	ENSGALG00000032289
ENSG00000168301	ENSACAG00000011662	ENSGALG00000007111
ENSG00000111912	ENSACAG00000001865	ENSGALG00000014834
ENSG00000125384	ENSACAG00000026065	ENSGALG00000012396
ENSG00000084110	ENSACAG00000013885	ENSGALG00000011421
ENSG00000155868	ENSACAG00000003858	ENSGALG00000003870
ENSG00000117280	ENSACAG00000012440	ENSGALG00000000712
ENSG00000197629	ENSACAG00000006729	ENSGALG00000028536
ENSG00000110042	ENSACAG00000006730	ENSGALG00000010835
ENSG00000102385	ENSACAG00000008061	ENSGALG00000005031
ENSG00000185477	ENSACAG00000026743	ENSGALG00000025851
ENSG00000135547	ENSACAG00000001813	ENSGALG00000034716
ENSG00000105968	ENSACAG00000006025	ENSGALG00000037846
ENSG00000140526	ENSACAG00000000736	ENSGALG00000006689
ENSG00000185608	ENSACAG00000001053	ENSGALG00000001587
ENSG00000174606	ENSACAG00000006224	ENSGALG00000009802
ENSG00000185028	ENSACAG00000002603	ENSGALG00000035393
ENSG00000100084	ENSACAG00000001056	ENSGALG00000033598
ENSG00000113758	ENSACAG00000006017	ENSGALG00000033405
ENSG00000146276	ENSACAG00000014633	ENSGALG00000015778
ENSG00000129925	ENSACAG00000015267	ENSGALG00000026188
ENSG00000109107	ENSACAG00000012339	ENSGALG00000026077
ENSG00000111181	ENSACAG00000025590	ENSGALG00000019290
ENSG00000011275	ENSACAG00000011713	ENSGALG00000004629
ENSG00000170624	ENSACAG00000003864	ENSGALG00000003886
ENSG00000174672	ENSACAG00000009204	ENSGALG00000006681
ENSG00000149403	ENSACAG00000002979	ENSGALG00000006638
ENSG00000050628	ENSACAG00000004371	ENSGALG00000023142
ENSG00000113649	ENSACAG00000014246	ENSGALG00000007528
ENSG00000135655	ENSACAG00000000802	ENSGALG00000030024
ENSG00000196118	ENSACAG00000011669	ENSGALG00000041514
ENSG00000129007	ENSACAG00000010259	ENSGALG00000007979
ENSG00000071189	ENSACAG00000012199	ENSGALG00000010840
ENSG00000140511	ENSACAG00000000399	ENSGALG00000021135
ENSG00000147419	ENSACAG00000008385	ENSGALG00000016586
ENSG00000198498	ENSACAG00000005138	ENSGALG00000009501
ENSG00000184007	ENSACAG00000011807	ENSGALG00000003265
ENSG00000186187	ENSACAG00000006754	ENSGALG00000029017
ENSG00000108819	ENSACAG00000005320	ENSGALG00000029276
ENSG00000137747	ENSACAG00000007471	ENSGALG00000021273
ENSG00000139865	ENSACAG00000001160	ENSGALG00000010137
ENSG00000087206	ENSACAG00000005391	ENSGALG00000001158
ENSG00000145555	ENSACAG00000000351	ENSGALG00000036466
ENSG00000108582	ENSACAG00000002627	ENSGALG00000004295
ENSG00000081237	ENSACAG00000006365	ENSGALG00000002192
ENSG00000180891	ENSACAG00000005475	ENSGALG00000005549
ENSG00000181291	ENSACAG00000011657	ENSGALG00000002312
ENSG00000007944	ENSACAG00000003816	ENSGALG00000012704
ENSG00000156804	ENSACAG00000009711	ENSGALG00000041202
ENSG00000179526	ENSACAG00000007245	ENSGALG00000044188
ENSG00000172845	ENSACAG00000017061	ENSGALG00000031796
ENSG00000274529	ENSACAG00000011930	ENSGALG00000032393
ENSG00000100796	ENSACAG00000009586	ENSGALG00000010734
ENSG00000175352	ENSACAG00000009845	ENSGALG00000005903
ENSG00000070413	ENSACAG00000002669	ENSGALG00000005891
ENSG00000139263	ENSACAG00000001513	ENSGALG00000009755
ENSG00000121060	ENSACAG00000009216	ENSGALG00000003144
ENSG00000170855	ENSACAG00000002865	ENSGALG00000007199
ENSG00000101463	ENSACAG00000001510	ENSGALG00000039587
ENSG00000100239	ENSACAG00000007414	ENSGALG00000029341
ENSG00000111775	ENSACAG00000002859	ENSGALG00000007205
ENSG00000079156	ENSACAG00000017145	ENSGALG00000009172
ENSG00000163686	ENSACAG00000001874	ENSGALG00000005696
ENSG00000138439	ENSACAG00000004859	ENSGALG00000008466
ENSG00000080189	ENSACAG00000013762	ENSGALG00000020939
ENSG00000064393	ENSACAG00000016940	ENSGALG00000012792
ENSG00000121058	ENSACAG00000009248	ENSGALG00000003158
ENSG00000086288	ENSACAG00000017678	ENSGALG00000029677
ENSG00000165757	ENSACAG00000007512	ENSGALG00000007346
ENSG00000155897	ENSACAG00000010598	ENSGALG00000030251
ENSG00000156795	ENSACAG00000009686	ENSGALG00000030059
ENSG00000107951	ENSACAG00000007513	ENSGALG00000007351
ENSG00000168297	ENSACAG00000011721	ENSGALG00000007052
ENSG00000048162	ENSACAG00000006333	ENSGALG00000003355
ENSG00000097033	ENSACAG00000001709	ENSGALG00000006284
ENSG00000086289	ENSACAG00000017665	ENSGALG00000042063
ENSG00000143756	ENSACAG00000005457	ENSGALG00000009331
ENSG00000169116	ENSACAG00000029131	ENSGALG00000010268
ENSG00000176273	ENSACAG00000007395	ENSGALG00000041456
ENSG00000112782	ENSACAG00000013030	ENSGALG00000016707
ENSG00000132164	ENSACAG00000009875	ENSGALG00000004879
ENSG00000167580	ENSACAG00000008441	ENSGALG00000037878
ENSG00000106483	ENSACAG00000017668	ENSGALG00000031997
ENSG00000096092	ENSACAG00000009053	ENSGALG00000019894
ENSG00000134815	ENSACAG00000004112	ENSGALG00000034016
ENSG00000143753	ENSACAG00000005458	ENSGALG00000009330
ENSG00000187037	ENSACAG00000022058	ENSGALG00000032363
ENSG00000203880	ENSACAG00000006236	ENSGALG00000005901
ENSG00000175414	ENSACAG00000006350	ENSGALG00000003360
ENSG00000075290	ENSACAG00000010872	ENSGALG00000005733
ENSG00000058799	ENSACAG00000008956	ENSGALG00000010740
ENSG00000100294	ENSACAG00000015897	ENSGALG00000034275
ENSG00000176896	ENSACAG00000001680	ENSGALG00000016581
ENSG00000076108	ENSACAG00000016700	ENSGALG00000029588
ENSG00000074317	ENSACAG00000007072	ENSGALG00000021542
ENSG00000114805	ENSACAG00000004239	ENSGALG00000010312
ENSG00000183580	ENSACAG00000000302	ENSGALG00000031947
ENSG00000176463	ENSACAG00000000084	ENSGALG00000006871
ENSG00000171163	ENSACAG00000011640	ENSGALG00000041845
ENSG00000244045	ENSACAG00000011872	ENSGALG00000023757
ENSG00000109158	ENSACAG00000006845	ENSGALG00000014202
ENSG00000057252	ENSACAG00000028257	ENSGALG00000004205
ENSG00000137941	ENSACAG00000005860	ENSGALG00000008850
ENSG00000064989	ENSACAG00000001093	ENSGALG00000002632
ENSG00000100365	ENSACAG00000016213	ENSGALG00000038141
ENSG00000058804	ENSACAG00000008951	ENSGALG00000031606
ENSG00000171503	ENSACAG00000016502	ENSGALG00000009442
ENSG00000100362	ENSACAG00000016250	ENSGALG00000012522
ENSG00000261609	ENSACAG00000009119	ENSGALG00000013437
ENSG00000103707	ENSACAG00000004514	ENSGALG00000007353
ENSG00000115353	ENSACAG00000005530	ENSGALG00000036638
ENSG00000005249	ENSACAG00000014916	ENSGALG00000008060
ENSG00000100167	ENSACAG00000003974	ENSGALG00000011913
ENSG00000141052	ENSACAG00000017473	ENSGALG00000001021
ENSG00000140543	ENSACAG00000005362	ENSGALG00000006750
ENSG00000169508	ENSACAG00000020972	ENSGALG00000016881
ENSG00000144354	ENSACAG00000006323	ENSGALG00000040833
ENSG00000132153	ENSACAG00000017696	ENSGALG00000039830
ENSG00000168734	ENSACAG00000016871	ENSGALG00000031331
ENSG00000144227	ENSACAG00000000334	ENSGALG00000029083
ENSG00000168036	ENSACAG00000004408	ENSGALG00000037203
ENSG00000074527	ENSACAG00000014080	ENSGALG00000011406
ENSG00000125459	ENSACAG00000003252	ENSGALG00000019794
ENSG00000168273	ENSACAG00000007129	ENSGALG00000042863
ENSG00000169288	ENSACAG00000012069	ENSGALG00000010324
ENSG00000122417	ENSACAG00000014138	ENSGALG00000006804
ENSG00000084674	ENSACAG00000010692	ENSGALG00000016491
ENSG00000171044	ENSACAG00000007641	ENSGALG00000016646
ENSG00000109680	ENSACAG00000014660	ENSGALG00000029673
ENSG00000108061	ENSACAG00000015815	ENSGALG00000008771
ENSG00000145293	ENSACAG00000010419	ENSGALG00000011178
ENSG00000154358	ENSACAG00000006865	ENSGALG00000032534
ENSG00000118961	ENSACAG00000010680	ENSGALG00000016487
ENSG00000187595	ENSACAG00000016919	ENSGALG00000003403
ENSG00000170743	ENSACAG00000005895	ENSGALG00000005265
ENSG00000121966	ENSACAG00000000795	ENSGALG00000012357
ENSG00000275700	ENSACAG00000002435	ENSGALG00000005420
ENSG00000106484	ENSACAG00000002628	ENSGALG00000008111
ENSG00000175104	ENSACAG00000005108	ENSGALG00000007932
ENSG00000154645	ENSACAG00000014850	ENSGALG00000015720
ENSG00000152377	ENSACAG00000004020	ENSGALG00000006258
ENSG00000054690	ENSACAG00000005617	ENSGALG00000009507
ENSG00000196865	ENSACAG00000009993	ENSGALG00000008946
ENSG00000162946	ENSACAG00000002728	ENSGALG00000039349
ENSG00000165475	ENSACAG00000002246	ENSGALG00000017135
ENSG00000006025	ENSACAG00000006906	ENSGALG00000032149
ENSG00000106823	ENSACAG00000009093	ENSGALG00000004695
ENSG00000173452	ENSACAG00000011804	ENSGALG00000010865
ENSG00000161013	ENSACAG00000016121	ENSGALG00000005924
ENSG00000105486	ENSACAG00000011085	ENSGALG00000043938
ENSG00000121743	ENSACAG00000002216	ENSGALG00000017137
ENSG00000115616	ENSACAG00000007302	ENSGALG00000016791
ENSG00000134901	ENSACAG00000002909	ENSGALG00000016862
ENSG00000154309	ENSACAG00000002459	ENSGALG00000042048
ENSG00000028310	ENSACAG00000009383	ENSGALG00000031260
ENSG00000182580	ENSACAG00000007949	ENSGALG00000008537
ENSG00000179600	ENSACAG00000016144	ENSGALG00000028839
ENSG00000124818	ENSACAG00000013496	ENSGALG00000016725
ENSG00000170430	ENSACAG00000008585	ENSGALG00000042949
ENSG00000188523	ENSACAG00000013373	ENSGALG00000003545
ENSG00000163444	ENSACAG00000004942	ENSGALG00000000223
ENSG00000183185	ENSACAG00000009272	ENSGALG00000035787
ENSG00000164920	ENSACAG00000016280	ENSGALG00000037695
ENSG00000136709	ENSACAG00000005263	ENSGALG00000002043
ENSG00000006451	ENSACAG00000017605	ENSGALG00000031893
ENSG00000188322	ENSACAG00000001406	ENSGALG00000014179
ENSG00000118369	ENSACAG00000012407	ENSGALG00000035007
ENSG00000172379	ENSACAG00000011731	ENSGALG00000006445
ENSG00000178177	ENSACAG00000002012	ENSGALG00000014421
ENSG00000198795	ENSACAG00000001799	ENSGALG00000015112
ENSG00000138175	ENSACAG00000004245	ENSGALG00000008049
ENSG00000181965	ENSACAG00000001255	ENSGALG00000029692
ENSG00000114127	ENSACAG00000004985	ENSGALG00000002706
ENSG00000214517	ENSACAG00000009494	ENSGALG00000017312
ENSG00000184599	ENSACAG00000029548	ENSGALG00000026585
ENSG00000065135	ENSACAG00000010970	ENSGALG00000041700
ENSG00000127334	ENSACAG00000003898	ENSGALG00000009901
ENSG00000111911	ENSACAG00000023781	ENSGALG00000044342
ENSG00000114315	ENSACAG00000001611	ENSGALG00000002055
ENSG00000083845	ENSACAG00000010996	ENSGALG00000044453
ENSG00000159069	ENSACAG00000007156	ENSGALG00000030831
ENSG00000125337	ENSACAG00000008439	ENSGALG00000011299
ENSG00000137817	ENSACAG00000006145	ENSGALG00000001981
ENSG00000081177	ENSACAG00000005306	ENSGALG00000009456
ENSG00000031081	ENSACAG00000004634	ENSGALG00000015077
ENSG00000100580	ENSACAG00000017209	ENSGALG00000020410
ENSG00000169926	ENSACAG00000003119	ENSGALG00000032748
ENSG00000091972	ENSACAG00000015217	ENSGALG00000015396
ENSG00000006576	ENSACAG00000006177	ENSGALG00000008335
ENSG00000186628	ENSACAG00000004733	ENSGALG00000005996
ENSG00000196199	ENSACAG00000001907	ENSGALG00000017145
ENSG00000110911	ENSACAG00000012447	ENSGALG00000041533
ENSG00000167770	ENSACAG00000012495	ENSGALG00000038229
ENSG00000006695	ENSACAG00000017567	ENSGALG00000001375
ENSG00000170448	ENSACAG00000006640	ENSGALG00000014138
ENSG00000120500	ENSACAG00000009189	ENSGALG00000004251
ENSG00000157800	ENSACAG00000012773	ENSGALG00000012849
ENSG00000100150	ENSACAG00000002647	ENSGALG00000006766
ENSG00000026025	ENSACAG00000005142	ENSGALG00000008677
ENSG00000109184	ENSACAG00000006045	ENSGALG00000014078
ENSG00000104177	ENSACAG00000004806	ENSGALG00000032546
ENSG00000060749	ENSACAG00000002670	ENSGALG00000012030
ENSG00000144230	ENSACAG00000005436	ENSGALG00000037153
ENSG00000138757	ENSACAG00000008695	ENSGALG00000010882
ENSG00000198833	ENSACAG00000014560	ENSGALG00000015775
ENSG00000114529	ENSACAG00000028943	ENSGALG00000026299
ENSG00000144306	ENSACAG00000005474	ENSGALG00000031751
ENSG00000085978	ENSACAG00000005976	ENSGALG00000001619
ENSG00000100207	ENSACAG00000003634	ENSGALG00000011878
ENSG00000057935	ENSACAG00000014478	ENSGALG00000009925
ENSG00000198929	ENSACAG00000005674	ENSGALG00000036871
ENSG00000139344	ENSACAG00000014029	ENSGALG00000011414
ENSG00000177302	ENSACAG00000009174	ENSGALG00000005028
ENSG00000005194	ENSACAG00000014012	ENSGALG00000029268
ENSG00000162923	ENSACAG00000005514	ENSGALG00000043081
ENSG00000052749	ENSACAG00000002175	ENSGALG00000041331
ENSG00000071677	ENSACAG00000020999	ENSGALG00000040716
ENSG00000126878	ENSACAG00000001526	ENSGALG00000029834
ENSG00000166532	ENSACAG00000017434	ENSGALG00000040184
ENSG00000125508	ENSACAG00000024839	ENSGALG00000005852
ENSG00000138587	ENSACAG00000014151	ENSGALG00000013893
ENSG00000003056	ENSACAG00000017466	ENSGALG00000031681
ENSG00000108823	ENSACAG00000023160	ENSGALG00000029917
ENSG00000148484	ENSACAG00000016689	ENSGALG00000040891
ENSG00000164066	ENSACAG00000011943	ENSGALG00000010170
ENSG00000146373	ENSACAG00000001694	ENSGALG00000013651
ENSG00000101680	ENSACAG00000009954	ENSGALG00000014615
ENSG00000079785	ENSACAG00000011036	ENSGALG00000016461
ENSG00000118507	ENSACAG00000001820	ENSGALG00000029794
ENSG00000126814	ENSACAG00000006533	ENSGALG00000011904
ENSG00000135346	ENSACAG00000015229	ENSGALG00000015824
ENSG00000145414	ENSACAG00000005081	ENSGALG00000009496
ENSG00000088448	ENSACAG00000006186	ENSGALG00000030125
ENSG00000168830	ENSACAG00000015232	ENSGALG00000015826
ENSG00000258289	ENSACAG00000009057	ENSGALG00000042309
ENSG00000163362	ENSACAG00000010063	ENSGALG00000044612
ENSG00000234828	ENSACAG00000029401	ENSGALG00000043861
ENSG00000095539	ENSACAG00000003815	ENSGALG00000026957
ENSG00000166348	ENSACAG00000009939	ENSGALG00000005232
ENSG00000129173	ENSACAG00000015743	ENSGALG00000041299
ENSG00000033178	ENSACAG00000013037	ENSGALG00000011762
ENSG00000198000	ENSACAG00000009201	ENSGALG00000004750
ENSG00000161010	ENSACAG00000016079	ENSGALG00000035476
ENSG00000060642	ENSACAG00000016638	ENSGALG00000039883
ENSG00000119509	ENSACAG00000008807	ENSGALG00000013441
ENSG00000171631	ENSACAG00000010267	ENSGALG00000017327
ENSG00000197226	ENSACAG00000016000	ENSGALG00000005856
ENSG00000179774	ENSACAG00000010441	ENSGALG00000003931
ENSG00000080511	ENSACAG00000011774	ENSGALG00000038719
ENSG00000164270	ENSACAG00000015764	ENSGALG00000001383
ENSG00000203485	ENSACAG00000011137	ENSGALG00000011608
ENSG00000134899	ENSACAG00000002766	ENSGALG00000016860
ENSG00000148735	ENSACAG00000029211	ENSGALG00000020679
ENSG00000103160	ENSACAG00000013038	ENSGALG00000003273
ENSG00000180902	ENSACAG00000000533	ENSGALG00000039535
ENSG00000011028	ENSACAG00000013359	ENSGALG00000000461
ENSG00000108671	ENSACAG00000016508	ENSGALG00000024112
ENSG00000090266	ENSACAG00000011176	ENSGALG00000032595
ENSG00000267909	ENSACAG00000005154	ENSGALG00000026215
ENSG00000135540	ENSACAG00000016804	ENSGALG00000026981
ENSG00000180815	ENSACAG00000012298	ENSGALG00000016426
ENSG00000116903	ENSACAG00000002867	ENSGALG00000043280
ENSG00000184967	ENSACAG00000007479	ENSGALG00000002272
ENSG00000004455	ENSACAG00000003453	ENSGALG00000003597
ENSG00000049089	ENSACAG00000004683	ENSGALG00000027526
ENSG00000171368	ENSACAG00000009421	ENSGALG00000042784
ENSG00000120708	ENSACAG00000000858	ENSGALG00000029429
ENSG00000100603	ENSACAG00000017286	ENSGALG00000010501
ENSG00000107331	ENSACAG00000007232	ENSGALG00000036894
ENSG00000091831	ENSACAG00000006213	ENSGALG00000012973
ENSG00000151376	ENSACAG00000002632	ENSGALG00000017246
ENSG00000088826	ENSACAG00000000100	ENSGALG00000015977
ENSG00000066651	ENSACAG00000002072	ENSGALG00000014831
ENSG00000176142	ENSACAG00000017673	ENSGALG00000015073
ENSG00000141198	ENSACAG00000017394	ENSGALG00000003011
ENSG00000142185	ENSACAG00000008372	ENSGALG00000005631
ENSG00000095139	ENSACAG00000006925	ENSGALG00000007430
ENSG00000276644	ENSACAG00000000465	ENSGALG00000037015
ENSG00000162819	ENSACAG00000002384	ENSGALG00000009413
ENSG00000055813	ENSACAG00000003992	ENSGALG00000043080
ENSG00000006282	ENSACAG00000005044	ENSGALG00000006857
ENSG00000152689	ENSACAG00000009357	ENSGALG00000010435
ENSG00000188778	ENSACAG00000000272	ENSGALG00000019018
ENSG00000150361	ENSACAG00000004991	ENSGALG00000016907
ENSG00000143028	ENSACAG00000010873	ENSGALG00000032619
ENSG00000181472	ENSACAG00000006317	ENSGALG00000012966
ENSG00000005513	ENSACAG00000006111	ENSGALG00000005263
ENSG00000140749	ENSACAG00000029053	ENSGALG00000007059
ENSG00000183258	ENSACAG00000005778	ENSGALG00000042994
ENSG00000101247	ENSACAG00000000870	ENSGALG00000020729
ENSG00000168246	ENSACAG00000015415	ENSGALG00000037395
ENSG00000198517	ENSACAG00000011457	ENSGALG00000004189
ENSG00000124429	ENSACAG00000013999	ENSGALG00000006919
ENSG00000007202	ENSACAG00000013883	ENSGALG00000003766
ENSG00000174527	ENSACAG00000015326	ENSGALG00000005122
ENSG00000110786	ENSACAG00000000067	ENSGALG00000006368
ENSG00000213213	ENSACAG00000000276	ENSGALG00000045666
ENSG00000151117	ENSACAG00000000065	ENSGALG00000006358
ENSG00000242259	ENSACAG00000001045	ENSGALG00000044654
ENSG00000131188	ENSACAG00000006124	ENSGALG00000041981
ENSG00000166603	ENSACAG00000007935	ENSGALG00000012907
ENSG00000177614	ENSACAG00000001523	ENSGALG00000011111
ENSG00000132541	ENSACAG00000016057	ENSGALG00000044554
ENSG00000120457	ENSACAG00000024629	ENSGALG00000001181
ENSG00000074201	ENSACAG00000001960	ENSGALG00000008574
ENSG00000079308	ENSACAG00000000790	ENSGALG00000041013
ENSG00000176261	ENSACAG00000004857	ENSGALG00000003517
ENSG00000204311	ENSACAG00000017244	ENSGALG00000023439
ENSG00000111752	ENSACAG00000017447	ENSGALG00000014263
ENSG00000188549	ENSACAG00000029470	ENSGALG00000039334
ENSG00000115760	ENSACAG00000008607	ENSGALG00000010541
ENSG00000123374	ENSACAG00000005404	ENSGALG00000032699
ENSG00000168918	ENSACAG00000006121	ENSGALG00000035498
ENSG00000129514	ENSACAG00000001256	ENSGALG00000032713
ENSG00000143924	ENSACAG00000014350	ENSGALG00000009915
ENSG00000155974	ENSACAG00000003595	ENSGALG00000009895
ENSG00000123595	ENSACAG00000001712	ENSGALG00000016579
ENSG00000175048	ENSACAG00000023328	ENSGALG00000013695
ENSG00000121057	ENSACAG00000008920	ENSGALG00000005575
ENSG00000184672	ENSACAG00000028464	ENSGALG00000036938
ENSG00000198363	ENSACAG00000006036	ENSGALG00000030112
ENSG00000137872	ENSACAG00000026765	ENSGALG00000030542
ENSG00000167767	ENSACAG00000008392	ENSGALG00000039634
ENSG00000101639	ENSACAG00000013197	ENSGALG00000035625
ENSG00000145016	ENSACAG00000002827	ENSGALG00000007557
ENSG00000179008	ENSACAG00000016670	ENSGALG00000036504
ENSG00000151418	ENSACAG00000029478	ENSGALG00000002207
ENSG00000162779	ENSACAG00000012335	ENSGALG00000004173
ENSG00000184500	ENSACAG00000000644	ENSGALG00000015409
ENSG00000107593	ENSACAG00000000737	ENSGALG00000005766
ENSG00000110711	ENSACAG00000009693	ENSGALG00000040247
ENSG00000184302	ENSACAG00000016672	ENSGALG00000020359
ENSG00000182010	ENSACAG00000010851	ENSGALG00000002980
ENSG00000132640	ENSACAG00000001511	ENSGALG00000009028
ENSG00000166166	ENSACAG00000000860	ENSGALG00000011522
ENSG00000188981	ENSACAG00000005813	ENSGALG00000015628
ENSG00000177663	ENSACAG00000012196	ENSGALG00000033887
ENSG00000180745	ENSACAG00000007466	ENSGALG00000009787
ENSG00000153774	ENSACAG00000007575	ENSGALG00000002853
ENSG00000143952	ENSACAG00000006033	ENSGALG00000008847
ENSG00000115935	ENSACAG00000005402	ENSGALG00000036441
ENSG00000139973	ENSACAG00000016179	ENSGALG00000011861
ENSG00000120509	ENSACAG00000004430	ENSGALG00000004198
ENSG00000112339	ENSACAG00000010120	ENSGALG00000013962
ENSG00000188677	ENSACAG00000027642	ENSGALG00000014201
ENSG00000175155	ENSACAG00000025359	ENSGALG00000028801
ENSG00000131016	ENSACAG00000006324	ENSGALG00000036240
ENSG00000272047	ENSACAG00000004909	ENSGALG00000013733
ENSG00000171150	ENSACAG00000004259	ENSGALG00000010016
ENSG00000023697	ENSACAG00000014435	ENSGALG00000013095
ENSG00000196642	ENSACAG00000000303	ENSGALG00000030263
ENSG00000087111	ENSACAG00000012235	ENSGALG00000003665
ENSG00000111886	ENSACAG00000025744	ENSGALG00000015776
ENSG00000109103	ENSACAG00000012218	ENSGALG00000003657
ENSG00000156531	ENSACAG00000006530	ENSGALG00000006094
ENSG00000169220	ENSACAG00000006435	ENSGALG00000003113
ENSG00000213625	ENSACAG00000008992	ENSGALG00000011047
ENSG00000081721	ENSACAG00000008356	ENSGALG00000007084
ENSG00000178750	ENSACAG00000000638	ENSGALG00000015413
ENSG00000150676	ENSACAG00000002001	ENSGALG00000013247
ENSG00000124839	ENSACAG00000004554	ENSGALG00000003899
ENSG00000163291	ENSACAG00000006437	ENSGALG00000010886
ENSG00000198791	ENSACAG00000006256	ENSGALG00000013649
ENSG00000103091	ENSACAG00000006681	ENSGALG00000002798
ENSG00000197548	ENSACAG00000010224	ENSGALG00000004932
ENSG00000109756	ENSACAG00000016320	ENSGALG00000020249
ENSG00000156959	ENSACAG00000026164	ENSGALG00000037636
ENSG00000096401	ENSACAG00000012874	ENSGALG00000016704
ENSG00000204764	ENSACAG00000015374	ENSGALG00000040205
